pk_comment,text,created,created_at_utc,content_type,codex,code_id,like_count,comment_count,carousel_media_count,view_count,video_duration
2848370037307177076,CANT BELIEVE HOW MANY SHOWED UP LAST WEEK!! 80.000 + on circuit grounds stage @edc_lasvegas,2022-05-28 21:15:36,2022-05-28 21:15:36,comment,https://www.instagram.com/p/CeHcXUmj3h0/,2848370037307177076_143773149,19910,216,0,101044,12.466
2847523895731749955,My remix of ‘Words’ is OUT NOW!,2022-05-27 17:09:42,2022-05-27 17:09:42,comment,https://www.instagram.com/p/CeEb-V2hwRD/,2847523895731749955_143773149,5928,73,0,38552,14.133
2846819491242238678,OUT TOMORROW!,2022-05-27 00:39:43,2022-05-27 00:39:43,comment,https://www.instagram.com/p/CeB7z6DJuLW/,2846819491242238678_143773149,13645,1655,0,77143,22.133
2846125072917082708,When you can’t find the words,2022-05-25 18:51:51,2022-05-25 18:51:51,comment,https://www.instagram.com/p/Cd_d6yljjJU/,2846125072917082708_143773149,41518,496,0,315191,16.966
2844097122616191087,WOW @edc_lasvegas that’s was one of my favorite shows ever!!,2022-05-22 23:40:20,2022-05-22 23:40:20,comment,https://www.instagram.com/p/Cd4Q0OsP6hv/,2844097122616191087_143773149,3,314,3,0,0.0
2841729078714167299,Heading to a few places this summer 😅 will you be there?,2022-05-19 17:15:56,2022-05-19 17:15:56,comment,https://www.instagram.com/p/Cdv2Yp8p_AD/,2841729078714167299_143773149,24490,963,0,0,0.0
2839601845377087324,4K RAVE! Which one is your favorite?!,2022-05-16 18:49:01,2022-05-16 18:49:01,comment,https://www.instagram.com/p/CdoStVhPrdc/,2839601845377087324_143773149,3,415,4,0,0.0
2836719107943779114,Recap NYC Brooklyn mirage! What was your favorite moment in the show?!,2022-05-12 19:25:03,2022-05-12 19:25:03,comment,https://www.instagram.com/p/CdeDP_EjUsq/,2836719107943779114_143773149,6774,95,0,32811,93.033
2833285480006875532,These 2 sold out nights in NYC felt like a movie! Thanks for raving in the rain last night! The energy was unstoppable! LOVE YOU GUYS 🖤,2022-05-08 01:39:31,2022-05-08 01:39:31,comment,https://www.instagram.com/p/CdR2iH3FPmM/,2833285480006875532_143773149,16687,166,10,0,0.0
2832342512529322751,"Last night was bittersweet. Night 1 of 2 in New York started off rough due to technical issues the venue was having. They wanted me to cancel the show because I wouldn’t have all the things needed to make the show as amazing as we planned for it to be. But there was no way I could or would do that and the night ended up being incredible, so thank you to every single one of you who waited it out and enjoyed the night with me. Night 2 tonight will be magical 🙏🏼♥️",2022-05-06 18:26:50,2022-05-06 18:26:50,comment,https://www.instagram.com/p/CdOgII9jDL_/,2832342512529322751_143773149,27915,294,0,157784,14.833
2831659822536977762,NYC IM HERE BABY!! 2 SOLD SHOWS AT @brooklynmirage LFG,2022-05-05 19:50:39,2022-05-05 19:50:39,comment,https://www.instagram.com/p/CdME5sXD-1i/,2831659822536977762_143773149,20699,286,0,112428,8.666
2825297744626055903,AUSTIN + VEGAS = 🥳,2022-04-27 01:12:50,2022-04-27 01:12:50,comment,https://www.instagram.com/p/Cc1eVRlJfrf/,2825297744626055903_143773149,18795,207,0,110064,30.033
2821769581302704101,WORDS w @zaralarsson OUT NOW!,2022-04-22 04:21:34,2022-04-22 04:21:34,comment,https://www.instagram.com/p/Cco8HvbjOfl/,2821769581302704101_143773149,29886,440,0,204069,16.333
2820852797937657180,Coachella was fun 🤩,2022-04-20 21:58:55,2022-04-20 21:58:55,comment,https://www.instagram.com/p/CclrqyYvaVc/,2820852797937657180_143773149,71694,355,7,0,0.0
2815603392873200100,When two Swedes collide 🇸🇪 “Words” Out 22 April,2022-04-13 16:32:07,2022-04-13 16:32:07,comment,https://www.instagram.com/p/CcTCF48l3nk/,2815603392873200100_143773149,80185,731,0,0,0.0
2814189089470237186,Can you guess my next feature? Pre-save in bio,2022-04-11 17:20:30,2022-04-11 17:20:30,comment,https://www.instagram.com/p/CcOAhEQp0oC/,2814189089470237186_143773149,17709,449,0,169649,9.166
2809288436950528215,My favorite nightclub in vegas! @omnianightclub,2022-04-04 23:02:55,2022-04-04 23:02:55,comment,https://www.instagram.com/p/Cb8mPL8DHDX/,2809288436950528215_143773149,19926,204,0,92761,29.2
2805466213492525559,Woke up to the best news ever!! Number 1 electronic dance producer in the US!! So grateful!! 🙏🏼♥️,2022-03-30 16:27:36,2022-03-30 16:27:36,comment,https://www.instagram.com/p/CbvBKg8lQn3/,2805466213492525559_143773149,35975,557,2,0,0.0
2804784876164191702,FIT FOR ULTRA,2022-03-29 20:27:35,2022-03-29 20:27:35,comment,https://www.instagram.com/p/CbsmPwHJ5XW/,2804784876164191702_143773149,42736,405,2,0,0.0
2804241791299819233,Uau São Paulo!!! Foi um enorme prazer encerrar o festival!! 🇧🇷♥️🙌🏻,2022-03-28 23:54:54,2022-03-28 23:54:54,comment,https://www.instagram.com/p/Cbqqw06uxbh/,2804241791299819233_143773149,25440,342,4,0,0.0
2802630687897336336,What a night! @ultra,2022-03-26 18:33:55,2022-03-26 18:33:55,comment,https://www.instagram.com/p/Cbk8cL8uroQ/,2802630687897336336_143773149,43719,694,3,0,0.0
2801816242490217646,"Just in time for @ultra !
ONLY YOU - OUT NOW! @sentineltrio",2022-03-25 15:39:35,2022-03-25 15:39:35,comment,https://www.instagram.com/p/CbiDQcjjJSu/,2801816242490217646_143773149,10288,202,0,46511,30.033
2800430737942491337,New York! I have so many special things planned for you. 2 SETS EACH NIGHT! Make sure to get your tickets before they're all gone!!,2022-03-23 17:43:56,2022-03-23 17:43:56,comment,https://www.instagram.com/p/CbdIOs5JbDJ/,2800430737942491337_143773149,10484,103,2,0,0.0
2799684655289558258,ONLY YOU - MARCH 25th @sentineltrio,2022-03-22 17:11:20,2022-03-22 17:11:20,comment,https://www.instagram.com/p/CbaelxRpWTy/,2799684655289558258_143773149,19645,525,0,81728,30.033
2799067146351448059,Over 90.000 people! What a view!! ✨,2022-03-21 22:03:05,2022-03-21 22:03:05,comment,https://www.instagram.com/p/CbYSL1Qvo_7/,2799067146351448059_143773149,125590,209,2,0,0.0
2798166467583567095,"Aún no puedo creer lo increíble que estuvo anoche! La energía fue espectacular. Muchas gracias Santiago, los quiero! 🇨🇱",2022-03-20 14:44:19,2022-03-20 14:44:19,comment,https://www.instagram.com/p/CbVFZOyumT3/,2798166467583567095_143773149,36290,597,4,0,0.0
2797541346602662936,A FEW PROPLE SHOWED UP LAST NIGHT ❤️‍🔥 GRACIAS BUENOS AIRES 🇦🇷,2022-03-19 18:22:01,2022-03-19 18:22:01,comment,https://www.instagram.com/p/CbS3QhguDwY/,2797541346602662936_143773149,53226,719,3,0,0.0
2796053770393049100,Thanks Australia! Now heading to South America!!,2022-03-17 16:50:42,2022-03-17 16:50:42,comment,https://www.instagram.com/p/CbNlBcNK1gM/,2796053770393049100_143773149,15499,234,0,82012,33.733
2787676349800104602,Thank you Melbourne! 🇦🇺,2022-03-06 03:22:19,2022-03-06 03:22:19,comment,https://www.instagram.com/p/Cav0N7Sl8Ka/,2787676349800104602_143773149,33004,267,2,0,0.0
2785166919702112802,As a die hard BATMAN FAN I can’t believe I have a song in the new movie! 😭🙏🏼🙌🏻,2022-03-02 18:11:49,2022-03-02 18:11:49,comment,https://www.instagram.com/p/Cam5o6ZA2oi/,2785166919702112802_143773149,28663,388,7,0,0.0
2784014604013498038,Muchas gracias por una noche magica,2022-03-01 02:07:05,2022-03-01 02:07:05,comment,https://www.instagram.com/p/CaizogxuW62/,2784014604013498038_143773149,31710,445,3,0,0.0
2783022071471723942,My new besties ♥️🐒,2022-02-27 17:15:06,2022-02-27 17:15:06,comment,https://www.instagram.com/p/CafR9Q0JNWm/,2783022071471723942_143773149,47096,524,3,0,0.0
2776453427650479734,WHEN IM GONE (VIP MIX) OUT NOW!,2022-02-18 15:48:03,2022-02-18 15:48:03,comment,https://www.instagram.com/p/CaH8a6ihcZ2/,2776453427650479734_143773149,16336,261,0,65720,31.666
2775135242655876210,Should I drop this remix Friday??,2022-02-17 07:25:57,2022-02-17 07:25:57,comment,https://www.instagram.com/p/CaDQszGK8Ry/,2775135242655876210_143773149,20020,712,0,87435,11.433
2774212721535657376,Prepare for 3 weekends of Magic in 2022... Pre-Register now at my.tomorrowland.com,2022-02-15 13:39:10,2022-02-15 13:39:10,comment,https://www.instagram.com/p/CZ_-8WWgKWg/,2774212721535657376_366581549,58683,727,0,402277,30.733
2769182154447101127,NYC🗽 TICKETS AVAILABLE NOW!! Link in bio!,2022-02-08 14:59:34,2022-02-08 14:59:34,comment,https://www.instagram.com/p/CZuHH9qK5zH/,2769182154447101127_143773149,11015,160,0,47578,11.133
2768520792758641477,Big night in NYC! @acraze_ joining me! Pre-sale TOMORROW!!,2022-02-07 17:03:40,2022-02-07 17:03:40,comment,https://www.instagram.com/p/CZrwv4lqWNF/,2768520792758641477_143773149,11163,121,2,0,0.0
2764930429619997440,"New York! I'm happy to announce I will back at the @brooklynmirage on Friday, May 6th to kick off their 2022 season! 🌃❤️ Register for presale at the link in bio",2022-02-02 18:10:16,2022-02-02 18:10:16,comment,https://www.instagram.com/p/CZfAZOWKwsA/,2764930429619997440_143773149,17610,246,2,0,0.0
2762836694105800071,Last night was so surreal! What an honor to be on @nbcsnl with @katyperry,2022-01-30 20:50:21,2022-01-30 20:50:21,comment,https://www.instagram.com/p/CZXkVXMlz2H/,2762836694105800071_143773149,70536,390,4,0,0.0
2758239261328619883,Breakdown of WIG @katyperry,2022-01-24 12:37:12,2022-01-24 12:37:12,comment,https://www.instagram.com/p/CZHO_6RBzlr/,2758239261328619883_143773149,67029,836,0,356565,57.5
2757703814310937760,Hello it’s me,2022-01-23 18:52:14,2022-01-23 18:52:14,comment,https://www.instagram.com/p/CZFVQIXvkSg/,2757703814310937760_143773149,84960,1795,0,0,0.0
2751026578598573330,"We love you guys for all the support!
Check out the live chat we did and music video on @youtube",2022-01-14 13:54:27,2022-01-14 13:54:27,comment,https://www.instagram.com/p/CYtnBkBBrUS/,2751026578598573330_143773149,24768,283,0,135419,50.466
2750393549123360186,"MY NEW VEGAS HOME @taogroup 2022!
CANT WAIT FOR THIS!",2022-01-13 16:52:23,2022-01-13 16:52:23,comment,https://www.instagram.com/p/CYrXFxYBhW6/,2750393549123360186_143773149,8317,184,0,47117,46.1
2749004443143193363,WHEN IM GONE MUSIC VIDEO OUT NOW! Let me know what you think!!,2022-01-11 18:50:26,2022-01-11 18:50:26,comment,https://www.instagram.com/p/CYmbPnnhUMT/,2749004443143193363_143773149,33981,628,0,209399,23.966
2748252769768414130,Tune in tonight at 8pm ET!! @katyperry @espn @espncfb #cfbplayoff,2022-01-10 17:56:13,2022-01-10 17:56:13,comment,https://www.instagram.com/p/CYjwVVPB5uy/,2748252769768414130_143773149,11945,160,0,65250,15.0
2741053669721435722,Thank you 2021! 2022 bring it! ❤️‍🔥,2021-12-31 19:33:12,2021-12-31 19:33:12,comment,https://www.instagram.com/p/CYKLco2Bu5K/,2741053669721435722_143773149,17311,265,0,82877,30.766
2740302107834657781,"Global premiere of the ""When I'm Gone"" music video SOON
👀🚨👀
Watch the debut at halftime of the 2022 #CFBPlayoff Championship game on
January 10 at 8 PM ET on ESPN",2021-12-30 18:38:58,2021-12-30 18:38:58,comment,https://www.instagram.com/p/CYHgj-SvSv1/,2740302107834657781_143773149,12745,111,2,0,0.0
2739528136168593138,WHEN I’M GONE OUT NOW! @katyperry,2021-12-29 17:02:33,2021-12-29 17:02:33,comment,https://www.instagram.com/p/CYEwlNAhFby/,2739528136168593138_143773149,16456,464,0,77689,15.033
2735172386403278226,"Turbo got an upgrade. Meet Turbo 3000. Don’t worry, I’ve trained him not to overthrow humanity. 
Listen to the exclusive teaser on tiktok!! #whenimgone #wig",2021-12-23 17:07:39,2021-12-23 17:07:39,comment,https://www.instagram.com/p/CX1SMs7Bl2S/,2735172386403278226_143773149,67363,505,0,420818,20.533
2733007126766499894,"NEXT WEEK!! PRE SAVE - WHEN IM GONE 
- LINK IN BIO @katyperry",2021-12-20 17:29:52,2021-12-20 17:29:52,comment,https://www.instagram.com/p/CXtl4Bvhzg2/,2733007126766499894_143773149,18879,410,0,92264,15.0
2729350660107043703,WHEN I’M GONE with @katyperry 12/29 #whenimgone,2021-12-15 16:05:14,2021-12-15 16:05:14,comment,https://www.instagram.com/p/CXgmfbzKIN3/,2729350660107043703_143773149,46586,1366,0,212032,15.433
2630085518414925736,Until next time!,2021-08-01 02:31:10,2021-08-01 02:31:10,comment,https://www.instagram.com/p/CR_8NgeBU-o/,2630085518414925736_143773149,24375,201,0,118163,55.566
2626007322657720144,"2 nights in Los Angeles with over 18,000 people felt incredible! I still can’t believe it. 🙏🏼🖤 #TogetherAgain",2021-07-26 20:11:20,2021-07-26 20:11:20,comment,https://www.instagram.com/p/CRxc78slodQ/,2626007322657720144_143773149,45857,381,9,0,0.0
2612632078580534471,"Honored to be on the latest cover of Haute Living Las Vegas and a great birthday gift! Thanks for all the love! 🙏🏼❤️
@hauteliving 
@randallslavin",2021-07-07 15:00:36,2021-07-07 15:00:36,comment,https://www.instagram.com/p/CRB7wh8lUzH/,2612632078580534471_143773149,29313,441,6,0,0.0
2542386971076394714,Happy birthday love ❤️,2021-04-01 16:56:06,2021-04-01 16:56:06,comment,https://www.instagram.com/p/CNIX3rklv7a/,2542386971076394714_143773149,160251,500,2,0,0.0
